gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,curcdq,datacqtr,datafqtr,atq,cshoq,dlttq,lctq,costat,prccq
3026,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,4292.3,128.169,699.8,1012.8,A,92.18
3026,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,4310.2,128.653,700.7,926.9,A,102.89
3026,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,4282.7,258.359,699.1,785.8,A,47.92
3026,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,4354.1,253.963,784.7,1001.9,A,44.19
3026,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,4487.8,251.896,692.9,1166.8,A,49.87
3026,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,4667,249.284,894.1,1211.7,A,51.88
3026,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,5952.8,249.715,2104.1,952.6,A,48.45
3026,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,6014.8,247.63,2189.4,935,A,50.17
3105,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,13581.933,88.488,20483.195,1233.661,A,4.75
3105,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,13626.945,88.364,20371.803,1369.299,A,7.25
3105,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,13459.229,89.543,20585.954,1219.277,A,4.6
3105,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,13821.098,89.59,20687.082,1659.228,A,0.9
3105,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,13382.67,89.513,20568.863,1409.473,A,1.11
3105,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,13341.367,90.86,20209.674,1970.514,A,1.3
3105,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,12824.272,90.686,20249.812,1438.279,A,1.45
3105,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,12862.247,90.637,20022.08,1696.57,A,1.11
3105,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,12273.741,90.686,19934.585,1570.005,A,3.64
3105,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,12301.453,90.515,19795.426,1876.367,A,1.65
3105,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,12257.26,91.622,19995.897,1859.621,A,1.55
3105,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,12260.431,91.539,5676.814,16354.597,A,0.5
3221,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,28389,281.7,4710,14116,A,96.12
3221,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,29203,279.8,4824,14839,A,99.68
3221,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,27206,273.9,4799,13541,A,88.61
3221,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,27164,269.8,5175,13086,A,92.21
3221,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,26813,264.8,5902,12793,A,104.45
3221,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,26693,265.8,5907,12697,A,109.23
3221,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,25252,263.5,5910,11366,A,112.49
3221,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,26615,262,5869,12495,A,111.53
3221,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,26982,262.8,5610,12970,A,118.69
3221,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,27189,255.7,5631,13375,A,132.95
3221,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,25924,250.8,5662,12474,A,146.1
3221,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,26088,247.6,5667,12755,A,134
3231,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,69336,178.05,2686,,A,45.13
3231,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,69945,178.361,2841,,A,51.32
3231,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,71012,177.154,3100,,A,41.1
3231,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,71877,175.708,3058,,A,41.83
3231,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,69007,175.078,3109,,A,37.87
3231,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,71280,173.917,5921,,A,41.13
3231,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,74124,172.068,5890,,A,47.32
3231,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,72978,175.314,5160,,A,68.11
3231,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,72976,177.432,5153,,A,68.58
3231,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,71447,175.913,5143,,A,73.24
3231,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,72017,174.33,4637,,A,76.26
3231,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,71567,172.858,4622,,A,86.81
3243,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,1831801,3034.14,210522,,A,51.52
3243,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,1829370,3009.845,211845,,A,55.24
3243,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,1808356,2978.99,213533,,A,49.61
3243,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,1731210,2953.279,157738,,A,51.75
3243,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,1800967,2934.929,207835,,A,41.75
3243,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,1818771,2905.374,207448,,A,42.39
3243,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,1818117,2849.73,209051,,A,47.23
3243,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,1792077,2772.392,170053,,A,59.43
3243,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,1821635,2753.258,208530,,A,59.82
3243,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,1864063,2724.556,225179,,A,66.88
3243,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,1889133,2644.002,232673,,A,72.74
3243,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,1842465,2569.909,183231,,A,74.41
3735,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,36072.3,707.526,3053.8,4952.7,A,84.9
3735,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,36986.8,683.488,3052.7,5055.6,A,85.59
3735,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,49707.9,685.2,11522.7,8625.6,A,85.21
3735,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,48222.2,686.8,12025.2,6170.4,A,92.88
3735,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,48385.6,688.6,12194.7,5321.3,A,94.86
3735,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,51503.7,690.5,12007.7,8025.9,A,101
3735,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,41297.5,691.6,7503.1,4763.4,A,78.39
3735,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,45295.3,692.2,9674.2,6874,A,77.84
3735,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,45245.1,694.1,9729.3,6003.1,A,85.53
3735,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,45646.8,694.7,11422.5,4202.6,A,84.39
3735,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,45851.3,695.5,10726.8,4387.5,A,85.78
3735,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,46648.6,696.6,10327.4,4792.3,A,92.82
3813,2015-01-31,2014,4,INDL,C,D,STD,USD,2014Q4,2014Q4,41404,640.214,12705,11736,A,73.61
3813,2015-04-30,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,40446,638.409,12654,10648,A,78.83
3813,2015-07-31,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,40386,630.446,11883,11613,A,81.85
3813,2015-10-31,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,41696,618.604,11951,13858,A,77.18
3813,2016-01-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,40262,602.227,11945,12622,A,72.42
3813,2016-04-30,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,39908,593.584,12596,12019,A,79.5
3813,2016-07-31,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,37288,574.801,12063,11003,A,75.33
3813,2016-10-31,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,38603,563.677,12097,12642,A,68.73
3813,2017-01-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,37431,556.156,11031,12708,A,64.48
3813,2017-04-30,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,37218,551.658,11086,12392,A,55.85
3813,2017-07-31,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,37366,546.183,10892,12729,A,56.67
3813,2017-10-31,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,40708,543.913,11277,15376,A,59.04
3835,2015-01-31,2015,1,INDL,C,D,STD,USD,2014Q4,2015Q1,58290.1,339.496,24106.7,,A,85.19
3835,2015-04-30,2015,2,INDL,C,D,STD,USD,2015Q1,2015Q2,59594,333.871,23622.8,,A,90.52
3835,2015-07-31,2015,3,INDL,C,D,STD,USD,2015Q2,2015Q3,58932.2,328.166,23200.9,,A,94.57
3835,2015-10-31,2015,4,INDL,C,D,STD,USD,2015Q3,2015Q4,57947.6,316.687,23832.8,,A,78
3835,2016-01-31,2016,1,INDL,C,D,STD,USD,2015Q4,2016Q1,56036.2,315.326,24533.2,,A,77.01
3835,2016-04-30,2016,2,INDL,C,D,STD,USD,2016Q1,2016Q2,59183.3,314.259,24648,,A,84.11
3835,2016-07-31,2016,3,INDL,C,D,STD,USD,2016Q2,2016Q3,58606.4,314.423,24128.4,,A,77.71
3835,2016-10-31,2016,4,INDL,C,D,STD,USD,2016Q3,2016Q4,57981.4,314.768,23759.7,,A,88.3
3835,2017-01-31,2017,1,INDL,C,D,STD,USD,2016Q4,2017Q1,56296.6,318.283,22916.6,,A,107.05
3835,2017-04-30,2017,2,INDL,C,D,STD,USD,2017Q1,2017Q2,58968.8,319.862,23253.1,,A,111.61
3835,2017-07-31,2017,3,INDL,C,D,STD,USD,2017Q2,2017Q3,62349.9,321.297,23674.3,,A,128.28
3835,2017-10-31,2017,4,INDL,C,D,STD,USD,2017Q3,2017Q4,65786.3,321.841,25891.3,,A,132.88
3980,2015-03-31,2015,2,INDL,C,D,STD,USD,2015Q1,2015Q2,85715,1700,12186,13410,A,104.89
3980,2015-06-30,2015,3,INDL,C,D,STD,USD,2015Q2,2015Q3,87367,1600,12154,14826,A,114.14
3980,2015-09-30,2015,4,INDL,C,D,STD,USD,2015Q3,2015Q4,88182,1661,12968,16334,A,102.2
3980,2015-12-31,2016,1,INDL,C,D,STD,USD,2015Q4,2016Q1,90121,1700,12965,18796,A,105.08
3980,2016-03-31,2016,2,INDL,C,D,STD,USD,2016Q1,2016Q2,90264,1700,15367,17073,A,99.31
3980,2016-06-30,2016,3,INDL,C,D,STD,USD,2016Q2,2016Q3,90914,1700,15129,18072,A,97.82
3980,2016-09-30,2016,4,INDL,C,D,STD,USD,2016Q3,2016Q4,92033,1597,16657,16842,A,92.86
3980,2016-12-31,2017,1,INDL,C,D,STD,USD,2016Q4,2017Q1,91576,1600,14792,19317,A,104.22
3980,2017-03-31,2017,2,INDL,C,D,STD,USD,2017Q1,2017Q2,91807,1600,16788,17365,A,113.39
3980,2017-06-30,2017,3,INDL,C,D,STD,USD,2017Q2,2017Q3,92752,1600,18849,17094,A,106.25
3980,2017-09-30,2017,4,INDL,C,D,STD,USD,2017Q3,2017Q4,95789,1517,19248,19595,A,98.57
3980,2017-12-31,2018,1,INDL,C,D,STD,USD,2017Q4,2018Q1,97734,1500,20082,19875,A,107.51
4029,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,55156,589,21353,8021,A,70.87
4029,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,55942,594,23054,6736,A,66.87
4029,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,56599,595,23245,6746,A,70.38
4029,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,58797,596,23616,8120,A,67.64
4029,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,59505,597,24186,7518,A,75.12
4029,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,61369,617,24787,7266,A,77.93
4029,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,69599,627,28707,9027,A,74.27
4029,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,71610,628,30231,8115,A,76.59
4029,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,72852,629,31096,7842,A,77.57
4029,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,73902,630,30155,9502,A,76.63
4029,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,75391,644,30886,8559,A,76.93
4029,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,76585,645,30948,9636,A,81.06
4060,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,67789,1152.881,17867,12387,A,47.98
4060,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,69334,1158.102,17833,12765,A,51.17
4060,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,69884,1158.615,17462,13205,A,42.4
4060,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,68026,1116.942,16215,11215,A,51.48
4060,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,68440,1122.828,16229,11682,A,50.86
4060,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,81524,1126.83,20852,12881,A,49.71
4060,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,80624,1121.381,20423,12655,A,51.83
4060,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,79511,1211.133,20456,12604,A,57.22
4060,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,80828,1221.703,20471,13193,A,63.54
4060,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,82247,1223.445,20072,13429,A,63.07
4060,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,198527,2339.397,29819,27278,A,69.23
4060,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,192164,2327.332,30056,26128,A,71.22
4087,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,46175,905.183,8763,10732,I,71.47
4087,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,48106,904.834,12088,8705,I,63.95
4087,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,40302,876.306,8155,8354,I,48.2
4087,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,41166,871.347,7642,10353,I,66.6
4087,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,41801,873.409,8126,8955,I,63.32
4087,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,42266,874.217,8119,8378,I,64.8
4087,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,42481,869.315,8114,9110,I,66.97
4087,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,39964,863.003,8107,8897,I,73.4
4087,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,41850,866.896,8099,9810,I,80.33
4087,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,43206,867.662,10086,10442,I,80.71
4093,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,122142,708,37173,11903,A,76.78
4093,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,118575,688,36795,9646,A,70.62
4093,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,121033,688,37667,10516,A,71.94
4093,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,121156,688,37495,11400,A,71.39
4093,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,121709,689,38232,10891,A,80.68
4093,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,122654,689,39931,9906,A,85.79
4093,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,129686,688.941,43964,12076,A,80.04
4093,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,132761,700,45576,11551,A,77.62
4093,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,134108,699.884,47021,10941,A,82.01
4093,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,135004,699.95,46043,12466,A,83.59
4093,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,136325,699.976,48929,10820,A,83.92
4093,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,137914,700,49035,12482,A,84.11
4331,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,2407.579,43.573,803.126,160.165,I,24.82
4331,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,2434.745,43.689,803.063,196.369,I,21.8
4331,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,2462.843,43.76,862.999,131.28,I,22.03
4331,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,2455.303,43.821,837.947,155.469,I,28.07
4331,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,2450.926,43.911,829.445,141.74,I,33.05
4331,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,2468.635,44.025,829.537,151.431,I,33.97
4331,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,2476.557,44.081,829.626,139.55,I,34.14
4430,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,13066.318,152.346,2818.2,1055.575,A,82.87
4430,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,13572.33,152.404,2818.2,1031.323,A,81.34
4430,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,13740.106,152.54,2818.2,991.116,A,64.77
4430,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,13976.172,152.554,2793.343,795.819,A,52.13
4430,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,14049.625,160.594,2794.481,421.348,A,67.26
4430,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,14783.186,172.747,2795.62,527.277,A,77.43
4430,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,14889.984,172.758,2796.759,618.626,A,72.62
4430,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,15472.922,172.827,3289.459,804.64,A,65.4
4430,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,15646.614,173.316,3082.938,894.743,A,61.1
4430,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,15724.011,173.327,2584.973,1355.726,A,58.59
4430,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,15984.648,173.343,2691.041,1435.259,A,65.24
4430,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,29522.604,264.32,7323.555,1232.237,A,56.92
4503,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,342961,4181.108,19494,55933,A,85
4503,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,348260,4169.449,19431,58372,A,83.2
4503,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,340662,4162.939,19839,54828,A,74.35
4503,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,336758,4156,19925,53976,A,77.95
4503,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,342789,4146.611,29568,48726,A,83.59
4503,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,342473,4146.65,29499,51504,A,93.74
4503,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,339386,4146.693,28916,50021,A,87.28
4503,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,330314,4148,28932,47638,A,90.26
4503,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,344209,4237.266,25124,53374,A,82.01
4503,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,343012,4237.106,24750,50949,A,80.73
4503,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,349427,4237.106,24869,53777,A,81.98
4503,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,348691,4239,24406,57771,A,83.64
4510,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,5311.7,133.534,1150.9,2015.6,A,57.25
4510,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,7075.2,133.615,2050.9,1980.6,A,52.55
4510,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,6447,133.623,2048.5,1455,A,33.91
4510,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,6325.9,133.656,2036.3,1453.3,A,39.13
4510,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,6390.4,133.752,1986.2,1451.3,A,40.37
4510,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,6282.2,133.809,1988.9,1354.1,A,46.31
4510,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,6209.8,133.839,1913.3,1308.8,A,48.34
4510,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,6139.3,133.69,1798.8,1438.2,A,56.56
4510,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,6036.3,134.002,1790.4,1488.8,A,69.59
4510,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,5984.3,134.129,1592.3,1541.9,A,73.05
4510,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,6056.8,134.262,1492.9,1630.6,A,89.31
4510,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,9206.3,134.331,2993,2209.4,A,94.66
4517,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,74929,444.124,24264,9386,A,104.05
4517,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,77201,452.102,25235,9421,A,98.03
4517,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,79963,460.536,25604,10371,A,97.55
4517,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,82479,461,26681,10107,A,103.89
4517,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,84637,461.446,27791,10587,A,118.34
4517,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,85420,461.973,27001,11336,A,130.4
4517,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,87864,467.268,28195,10456,A,122.32
4517,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,89993,468,27818,10919,A,119.46
4517,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,91205,468.163,28539,9761,A,128.37
4517,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,92890,469.234,30392,8950,A,140.13
4517,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,96781,470.398,30345,11604,A,146.55
4517,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,97827,471,31463,11232,A,156.19
4611,2015-01-31,2014,4,INDL,C,D,STD,USD,2014Q4,2014Q4,21461,340.574,7265,5536,A,63.88
4611,2015-04-30,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,21175,337.6,7260,5443,A,64.63
4611,2015-07-31,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,20116,330.983,7181,4859,A,69.06
4611,2015-10-31,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,22086,314.368,7106,7802,A,50.98
4611,2016-01-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,20576,310.256,6995,5728,A,40.41
4611,2016-04-30,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,20198,308.4,6990,5384,A,39.59
4611,2016-07-31,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,19706,308.468,6688,5356,A,35.83
4611,2016-10-31,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,21274,305.67,6563,7243,A,36.49
4611,2017-01-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,19851,304.063,6562,5647,A,29.54
4611,2017-04-30,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,19641,304.5,6412,5601,A,29.22
4611,2017-07-31,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,18579,304.559,6301,4610,A,23.75
4611,2017-10-31,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,20215,304.6,6297,6391,A,18.76
4640,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,140470,815.19,14055,,A,18.85
4640,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,141658,810.054,13521,,A,20.82
4640,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,141918,795.439,15527,,A,18.91
4640,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,141082,785.08,15844,,A,20.1
4640,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,142430,770.471,15305,,A,16.69
4640,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,143625,766.346,16231,,A,17.59
4640,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,143279,755.582,16890,,A,20.46
4640,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,142177,750.479,14388,,A,26.97
4640,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,140200,750.145,13658,,A,25.4
4640,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,141067,738.873,13456,,A,25.96
